"Tree"	"Family"	"Genus"	"Species"	"Htrunc"	"Htot"	"DBH"	"Db"	"Dm"	"Dh"	"Wleaves"	"Wbranches"	"Wtrunc"	"AGB"	"Site"	"Worker"
"Syz2"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	4.5	8	6	"NA"	"NA"	"NA"	1.5	3	13	17.5	"Ivohibe"	"Zafyson"
"Syz3"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	6.5	8	6.5	"NA"	"NA"	"NA"	7	2	20	29	"Ivohibe"	"Zafyson"
"Syz4"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	13.5	17.5	17	"NA"	"NA"	"NA"	37	38	248	323	"Ivohibe"	"Zafyson"
"Syz5"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	8	14.5	17	"NA"	"NA"	"NA"	19	77.5	143	239.5	"Ivohibe"	"Zafyson"
"Syz6"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	10.5	18	17	"NA"	"NA"	"NA"	31	76	228	335	"Ivohibe"	"Zafyson"
"Syz7"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	12.5	19	32	"NA"	"NA"	"NA"	20	238	649	907	"Ivohibe"	"Zafyson"
"Syz8"	"Myrtaceae"	"Syzygium"	"Syzygium sp"	9.5	21	36	"NA"	"NA"	"NA"	238.5	893.5	884	2016	"Ivohibe"	"Zafyson"
"Syz9"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	11	20	30	"NA"	"NA"	"NA"	61	324	554	939	"Ivohibe"	"Zafyson"
"E1"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	11	14	14	16	11	5	3	5	97	105	"Fort-Dauphin-Moist"	"Sarobidy"
"E2"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	13	16	14	16	13	8	58.5	11	123	192.5	"Fort-Dauphin-Moist"	"Sarobidy"
"E3"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	9	14	16	18	15	9	26	16	158	200	"Fort-Dauphin-Moist"	"Sarobidy"
"E4"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	11	17	22	26	16	12	40	11	226	277	"Fort-Dauphin-Moist"	"Sarobidy"
"E5"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	9	18	21	20	18	15	101	14	234	349	"Fort-Dauphin-Moist"	"Sarobidy"
"E6"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	11	18	22	25	16	18	81	24	290	395	"Fort-Dauphin-Moist"	"Sarobidy"
"E7"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	11	18	27	31	19	16	35	40	371	446	"Fort-Dauphin-Moist"	"Sarobidy"
"E8"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	6	17	37	42	34	32	590	60	580	1230	"Fort-Dauphin-Moist"	"Sarobidy"
"E9"	"Monimiaceae"	"Tambourissa"	"Tambourissa thouvenotii"	9	12	27	29	20	11	50	35	350	435	"Fort-Dauphin-Moist"	"Sarobidy"
"F1"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	2.35	4.22	5.57042300821634	8.27605704077856	5.41126806512444	4.39267642933631	"NA"	11	6.19	17.19	"Fort-Dauphin-Dry"	"Sarobidy"
"F2"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	3.98	6.1	7.16197243913529	8.91267681314614	7.32112738222719	5.82507091716337	"NA"	16.75	16.87	33.62	"Fort-Dauphin-Dry"	"Sarobidy"
"F3"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	1.92	3.24	3.81971863420549	5.50676103097958	3.97887357729738	3.5014087480217	"NA"	4.35	2.94	7.29	"Fort-Dauphin-Dry"	"Sarobidy"
"F4"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	1.87	4.43	7.63943726841098	9.86760647169751	7.48028232531908	7.0028174960434	"NA"	49	10.88	59.88	"Fort-Dauphin-Dry"	"Sarobidy"
"F5"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	2.85	4.64	4.13802852038928	5.25211312203255	3.97887357729738	3.08760589598277	"NA"	3	4.79	7.79	"Fort-Dauphin-Dry"	"Sarobidy"
"F6"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	3	6.28	7.32112738222719	10.3450713009732	8.11690209768666	6.04788783749202	"NA"	21.5	17.57	39.07	"Fort-Dauphin-Dry"	"Sarobidy"
"F7"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	4.45	9.5	13.0507053335354	15.2152125595852	12.2549306180759	10.7270431643937	"NA"	58.25	58.75	117	"Fort-Dauphin-Dry"	"Sarobidy"
"F8"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	3.8	8.8	10.0267614147894	11.9684517205105	10.1222543806445	9.32647966518507	"NA"	32	31	63	"Fort-Dauphin-Dry"	"Sarobidy"
"F9"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	2.3	5.8	8.33971901801532	9.48563460827696	8.65802890419911	7.41662034808232	"NA"	27	11.82	38.82	"Fort-Dauphin-Dry"	"Sarobidy"
"Nor6"	"Oleaceae"	"Tisonia"	"Tisonia coriacea"	8.68	20.06	26	"NA"	24.4	22	132	377	398	907	"Bealanana"	"Hasina"
"Amp1"	"Moraceae"	"Trophis"	"Trophis montana"	8.25	17.8	15.8	"NA"	13.5	10.1	28.75	41	115	184.75	"Bealanana"	"Hasina"
"Amp2"	"Moraceae"	"Trophis"	"Trophis montana"	5	12.5	15.1	"NA"	14.4	10.7	30.25	63.5	83.75	177.5	"Bealanana"	"Hasina"
"Amp4"	"Moraceae"	"Trophis"	"Trophis montana"	7.1	13.2	27	"NA"	22	18	116	125.75	274.5	516.25	"Bealanana"	"Hasina"
"Amp5"	"Moraceae"	"Trophis"	"Trophis montana"	8.2	15.1	28.3	"NA"	23.5	21.8	285	271.25	426.5	982.75	"Bealanana"	"Hasina"
"A1"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	6	10	14	15	13	12	29	38	86	153	"Fort-Dauphin-Moist"	"Sarobidy"
"A2"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	8	11	12	15	11	8	16	28	81	125	"Fort-Dauphin-Moist"	"Sarobidy"
"A3"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	16	10	13	15	11	10	26	27	64	117	"Fort-Dauphin-Moist"	"Sarobidy"
"A4"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	6	17	24	27	24	23	160	47	269	476	"Fort-Dauphin-Moist"	"Sarobidy"
"A5"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	7	13	19	21	18	17	137	85	186	408	"Fort-Dauphin-Moist"	"Sarobidy"
"A6"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	11	16	19	22	16	13	56	85	257	398	"Fort-Dauphin-Moist"	"Sarobidy"
"A7"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	9	15	28	31	23	22	210	116	422	748	"Fort-Dauphin-Moist"	"Sarobidy"
"A8"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	5	14	32	33	29	28	350	125	411	886	"Fort-Dauphin-Moist"	"Sarobidy"
"A9"	"Euphorbiaceae"	"Uapaca"	"Uapaca thouarsii"	10	16	25	26	22	19	193	90	431	714	"Fort-Dauphin-Moist"	"Sarobidy"
"Sym3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	2	7	7.5	"NA"	"NA"	"NA"	12	11	10	33	"Ivohibe"	"Zafyson"
"Sym8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	1.5	8	30	"NA"	"NA"	"NA"	72	119	427	618	"Ivohibe"	"Zafyson"
"WEI4"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	5.6	10.5	19.1082802547771	"NA"	"NA"	"NA"	6.5	50	127	183.5	"Fandriana"	"Samuelson"
"WEI1"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	8.3	12.1	9.55414012738853	"NA"	"NA"	"NA"	8	5.5	47	60.5	"Fandriana"	"Samuelson"
"WEI2"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	3.5	8	8.9171974522293	"NA"	"NA"	"NA"	6	14.5	19	39.5	"Fandriana"	"Samuelson"
"WEI3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	6.2	8.3	7.00636942675159	"NA"	"NA"	"NA"	6	3	20	29	"Fandriana"	"Samuelson"
"WEI5"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	5.6	10.4	19.1082802547771	"NA"	"NA"	"NA"	10	50	114.5	174.5	"Fandriana"	"Samuelson"
"WEI6"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	4	8	16.8789808917197	"NA"	"NA"	"NA"	10	50.5	93.5	154	"Fandriana"	"Samuelson"
"WEI7"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	8.5	13.75	28.6624203821656	"NA"	"NA"	"NA"	31	76.5	962.5	1070	"Fandriana"	"Samuelson"
"WEI8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	2.4	6.5	28.9808917197452	"NA"	"NA"	"NA"	29.5	223	147	399.5	"Fandriana"	"Samuelson"
"WEI9"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	2.2	8.3	31.8471337579618	"NA"	"NA"	"NA"	52	281	263	596	"Fandriana"	"Samuelson"
"C8"	"Cunoniae"	"Weinmannia"	"Weinmannia sp."	11	26	33	34	27	25	462	72	660	1194	"Fort-Dauphin-Moist"	"Sarobidy"
