tree,species,latin_binomial,family,region,village,lat,lon,wsg
001_Bealanana,Trophis montana (Leandri) C.C. Berg,Trophis montana,Moraceae,Bealanana,Analila,-14.453611,49.046389,0.584
002_Bealanana,Trophis montana (Leandri) C.C. Berg,Trophis montana,Moraceae,Bealanana,Analila,-14.453611,49.046389,0.562
003_Bealanana,Bathiorhamnus sp. Capuron,Bathiorhamnus sp.,Rhamnaceae,Bealanana,Analila,-14.453611,49.046389,0.571
004_Bealanana,Trophis montana (Leandri) C.C. Berg,Trophis montana,Moraceae,Bealanana,Analila,-14.453611,49.046389,0.685
005_Bealanana,Trophis montana (Leandri) C.C. Berg,Trophis montana,Moraceae,Bealanana,Analila,-14.453611,49.046389,0.649
006_Bealanana,Aphloia theiformis (Val.) Benn.,Aphloia theiformis,Aphloiaceae,Bealanana,Analila,-14.453611,49.046389,0.627
007_Bealanana,Aphloia theiformis (Val.) Benn.,Aphloia theiformis,Aphloiaceae,Bealanana,Analila,-14.453611,49.046389,0.568
008_Bealanana,Aphloia theiformis (Val.) Benn.,Aphloia theiformis,Aphloiaceae,Bealanana,Analila,-14.453611,49.046389,0.663
009_Bealanana,Aphloia theiformis (Val.) Benn.,Aphloia theiformis,Aphloiaceae,Bealanana,Analila,-14.453611,49.046389,0.611
010_Bealanana,Aphloia theiformis (Val.) Benn.,Aphloia theiformis,Aphloiaceae,Bealanana,Analila,-14.453611,49.046389,0.585
011_Bealanana,Aphloia theiformis (Val.) Benn.,Aphloia theiformis,Aphloiaceae,Bealanana,Analila,-14.453611,49.046389,0.638
012_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.788
013_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.848
014_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.807
015_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.784
016_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.727
017_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.827
018_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.764
019_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.785
020_Bealanana,Anthocleista madagascariensis Baker,Anthocleista madagascariensis,Gentianaceae,Bealanana,Analila,-14.453611,49.046389,0.829
021_Bealanana,Croton mongue Baill.,Croton mongue,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.527
022_Bealanana,Croton argyrodaphne Baill.,Croton argyrodaphne,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.658
023_Bealanana,Croton argyrodaphne Baill.,Croton argyrodaphne,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.716
024_Bealanana,Croton sp. L.,Croton sp.,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.353
025_Bealanana,Croton argyrodaphne Baill.,Croton argyrodaphne,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.668
026_Bealanana,Croton argyrodaphne Baill.,Croton argyrodaphne,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.629
027_Bealanana,Croton sp. L.,Croton sp.,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.379
028_Bealanana,Croton argyrodaphne Baill.,Croton argyrodaphne,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.611
029_Bealanana,Croton sp. L.,Croton sp.,Euphorbiaceae,Bealanana,Analila,-14.453611,49.046389,0.39
030_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.6
031_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.587
032_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.601
033_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.617
034_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.55
035_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.538
036_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.533
037_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.55
038_Bealanana,Chrysophyllum boivinianum (Pierre) Baehni,Chrysophyllum boivinianum,Sapotaceae,Bealanana,Analila,-14.453611,49.046389,0.573
039_Bealanana,Rhus tarantana (Baker) H. Perrier,Rhus tarantana,Anacardiaceae,Bealanana,Analila,-14.453611,49.046389,0.587
040_Bealanana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Bealanana,Analila,-14.453611,49.046389,0.654
041_Bealanana,Eugenia bernieri Drake,Eugenia bernieri,Myrtaceae,Bealanana,Analila,-14.453611,49.046389,0.552
042_Bealanana,Eugenia emirnensis Baker,Eugenia emirnensis,Myrtaceae,Bealanana,Analila,-14.453611,49.046389,0.579
043_Bealanana,Colea sp. Bojer ex Meisn.,Colea sp.,Bignoniaceae,Bealanana,Analila,-14.453611,49.046389,0.769
044_Bealanana,Colea sp. Bojer ex Meisn.,Colea sp.,Bignoniaceae,Bealanana,Analila,-14.453611,49.046389,0.762
045_Bealanana,Eugenia emirnensis Baker,Eugenia emirnensis,Myrtaceae,Bealanana,Analila,-14.453611,49.046389,0.539
046_Bealanana,Eugenia bernieri Drake,Eugenia bernieri,Myrtaceae,Bealanana,Analila,-14.453611,49.046389,0.54
047_Bealanana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.534
048_Bealanana,Doratoxylon sp. Thouars ex Hook. f.,Doratoxylon sp.,Sapindaceae,Bealanana,Analila,-14.453611,49.046389,0.785
049_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.672
050_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.772
051_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.799
052_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.811
053_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.76
054_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.772
055_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.802
056_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.764
057_Bealanana,Mammea bongo (R. Vig. & Humbert) Kosterm,Mammea bongo,Calophyllaceae,Bealanana,Analila,-14.453611,49.046389,0.768
058_Bealanana,Noronhia linocerioides H. Perrier,Noronhia linocerioides,Oleaceae,Bealanana,Analila,-14.453611,49.046389,0.79
059_Bealanana,Noronhia linocerioides H. Perrier,Noronhia linocerioides,Oleaceae,Bealanana,Analila,-14.453611,49.046389,0.799
060_Bealanana,Noronhia linocerioides H. Perrier,Noronhia linocerioides,Oleaceae,Bealanana,Analila,-14.453611,49.046389,0.798
061_Bealanana,Noronhia linocerioides H. Perrier,Noronhia linocerioides,Oleaceae,Bealanana,Analila,-14.453611,49.046389,0.83
062_Bealanana,Noronhia linocerioides H. Perrier,Noronhia linocerioides,Oleaceae,Bealanana,Analila,-14.453611,49.046389,0.708
063_Bealanana,Tisonia coriacea Scott-Elliot,Tisonia coriacea,Salicaceae,Bealanana,Analila,-14.453611,49.046389,0.752
064_Bealanana,Oncostemum sp. A. Juss,Oncostemum sp.,Primulaceae,Bealanana,Analila,-14.453611,49.046389,0.536
065_Bealanana,Oncostemum sp. A. Juss,Oncostemum sp.,Primulaceae,Bealanana,Analila,-14.453611,49.046389,0.462
066_Bealanana,Oncostemum sp. A. Juss,Oncostemum sp.,Primulaceae,Bealanana,Analila,-14.453611,49.046389,0.518
067_Bealanana,Oncostemum sp. A. Juss,Oncostemum sp.,Primulaceae,Bealanana,Analila,-14.453611,49.046389,0.527
068_Bealanana,Cryptocarya crassifolia Baker,Cryptocarya crassifolia,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.581
069_Bealanana,Cryptocarya crassifolia Baker,Cryptocarya crassifolia,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.604
070_Bealanana,Cryptocarya acuminata Merr.,Cryptocarya acuminata,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.526
071_Bealanana,Cryptocarya crassifolia Baker,Cryptocarya crassifolia,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.559
072_Bealanana,Cryptocarya crassifolia Baker,Cryptocarya crassifolia,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.51
073_Bealanana,Cryptocarya crassifolia Baker,Cryptocarya crassifolia,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.49
074_Bealanana,Cryptocarya acuminata Merr.,Cryptocarya acuminata,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.499
075_Bealanana,Cryptocarya acuminata Merr.,Cryptocarya acuminata,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.523
076_Bealanana,Cryptocarya acuminata Merr.,Cryptocarya acuminata,Lauraceae,Bealanana,Analila,-14.453611,49.046389,0.516
001_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.657
002_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.665
003_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.614
004_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.675
005_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.675
006_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.668
007_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.679
008_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.684
009_Fandriana,Calophyllum sp. L.,Calophyllum sp.,Calophyllaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.677
010_Fandriana,Campylospermum sp. Tiegh.,Campylospermum sp.,Ochnaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.797
011_Fandriana,Campylospermum sp. Tiegh.,Campylospermum sp.,Ochnaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.79
012_Fandriana,Campylospermum sp. Tiegh.,Campylospermum sp.,Ochnaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.764
013_Fandriana,Campylospermum sp. Tiegh.,Campylospermum sp.,Ochnaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.804
014_Fandriana,Campylospermum sp. Tiegh.,Campylospermum sp.,Ochnaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.73
015_Fandriana,Campylospermum sp. Tiegh.,Campylospermum sp.,Ochnaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.764
016_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.508
017_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.431
018_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.423
019_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.434
020_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.453
021_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.357
022_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.543
023_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.548
024_Fandriana,Canarium sp. L.,Canarium sp.,Burseraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.553
025_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.499
026_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.465
027_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.388
028_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.582
029_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.587
030_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.48
031_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.625
032_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.543
033_Fandriana,Cryptocarya sp. R. Br.,Cryptocarya sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.536
034_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.735
035_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.726
036_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.704
037_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.731
038_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.568
039_Fandriana,Drypetes sp. Vahl,Drypetes sp.,Putranjivaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.719
040_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.466
041_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.731
042_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.721
043_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.636
044_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.704
045_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.805
046_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.619
047_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.78
048_Fandriana,Eugenia sp. L.,Eugenia sp.,Myrtaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.664
049_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.438
050_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.422
051_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.312
052_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.46
053_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.388
054_Fandriana,Macaranga sp. Thouars,Macaranga sp.,Euphorbiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.389
055_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.586
056_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.54
057_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.523
058_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.615
059_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.672
060_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.656
061_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.647
062_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.564
063_Fandriana,Ocotea sp. Aubl.,Ocotea sp.,Lauraceae,Fandriana,Fiadanana,-20.454444,47.601389,0.621
064_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.438
065_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.538
066_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.522
067_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.487
068_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.528
069_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.552
070_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.508
071_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.526
072_Fandriana,Schefflera sp. J.R. Forst. & G. Forst.,Schefflera sp.,Araliaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.475
073_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.712
074_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.67
075_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.621
076_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.679
077_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.58
078_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.597
079_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.678
080_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.547
081_Fandriana,Symphonia sp. L. f.,Symphonia sp.,Clusiaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.729
082_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.688
083_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.54
084_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.698
085_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.608
086_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.673
087_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.665
088_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.679
089_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.559
090_Fandriana,Weinmannia sp. L.,Weinmannia sp.,Cunoniaceae,Fandriana,Fiadanana,-20.454444,47.601389,0.659
001_Fort-Dauphin Dry,Commiphora sp. Jacq.,Commiphora sp.,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.212
002_Fort-Dauphin Dry,Commiphora lamii H. Perrier,Commiphora lamii,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.246
003_Fort-Dauphin Dry,Commiphora simplicifolia H. Perrier,Commiphora simplicifolia,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.236
004_Fort-Dauphin Dry,Commiphora simplicifolia H. Perrier,Commiphora simplicifolia,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.234
005_Fort-Dauphin Dry,Commiphora lamii H. Perrier,Commiphora lamii,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.3
006_Fort-Dauphin Dry,Commiphora simplicifolia H. Perrier,Commiphora simplicifolia,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.215
007_Fort-Dauphin Dry,Commiphora simplicifolia H. Perrier,Commiphora simplicifolia,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.253
008_Fort-Dauphin Dry,Commiphora lamii H. Perrier,Commiphora lamii,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.303
009_Fort-Dauphin Dry,Commiphora simplicifolia H. Perrier,Commiphora simplicifolia,Burseraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.199
010_Fort-Dauphin Dry,Euphorbia tirucalli L.,Euphorbia tirucalli,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.393
011_Fort-Dauphin Dry,Euphorbia stenoclada Baill.,Euphorbia stenoclada,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.339
012_Fort-Dauphin Dry,Euphorbia laro Drake,Euphorbia laro,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.4
013_Fort-Dauphin Dry,Euphorbia tirucalli L.,Euphorbia tirucalli,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.311
014_Fort-Dauphin Dry,Euphorbia stenoclada Baill.,Euphorbia stenoclada,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.424
015_Fort-Dauphin Dry,Euphorbia laro Drake,Euphorbia laro,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.461
016_Fort-Dauphin Dry,Euphorbia tirucalli L.,Euphorbia tirucalli,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.366
017_Fort-Dauphin Dry,Euphorbia stenoclada Baill.,Euphorbia stenoclada,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.408
018_Fort-Dauphin Dry,Euphorbia laro Drake,Euphorbia laro,Euphorbiaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.453
019_Fort-Dauphin Dry,Alluaudia procera (Drake) Drake,Alluaudia procera,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.271
020_Fort-Dauphin Dry,Alluaudia dumosa (Drake) Drake,Alluaudia dumosa,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.39
021_Fort-Dauphin Dry,Alluaudia procera (Drake) Drake,Alluaudia procera,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.2
022_Fort-Dauphin Dry,Alluaudia procera (Drake) Drake,Alluaudia procera,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.256
023_Fort-Dauphin Dry,Alluaudia dumosa (Drake) Drake,Alluaudia dumosa,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.416
024_Fort-Dauphin Dry,Alluaudia procera (Drake) Drake,Alluaudia procera,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.272
025_Fort-Dauphin Dry,Alluaudia procera (Drake) Drake,Alluaudia procera,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.263
026_Fort-Dauphin Dry,Alluaudia dumosa (Drake) Drake,Alluaudia dumosa,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.426
027_Fort-Dauphin Dry,Alluaudia procera (Drake) Drake,Alluaudia procera,Didieraceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.274
028_Fort-Dauphin Dry,Cedrelopsis grevei Baill.,Cedrelopsis grevei,Meliaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.706
029_Fort-Dauphin Dry,Cedrelopsis grevei Baill.,Cedrelopsis grevei,Meliaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.643
030_Fort-Dauphin Dry,Cedrelopsis grevei Baill.,Cedrelopsis grevei,Meliaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.701
031_Fort-Dauphin Dry,Cedrelopsis grevei Baill.,Cedrelopsis grevei,Meliaceae,Fort-Dauphin Dry,Manavy,-24.954722,45.753889,0.728
