"Tree"	"Family"	"Genus"	"Species"	"TreePart"	"MoistWeight"	"MoistVol1"	"DryWeight"	"MoistVol2"	"Site"	"Worker"
"Aph2"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"br"	308	260.25	8.35	15.3	"Bealanana"	"Hasina"
"Aph2"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.b"	650	558.35	12.51	21.9	"Bealanana"	"Hasina"
"Aph2"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.h"	402	341.7	11.41	19.4	"Bealanana"	"Hasina"
"Aph2"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.m"	658	553.8	14.9	25.1	"Bealanana"	"Hasina"
"Aph3"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"br"	247	149.8	11.98	17.2	"Bealanana"	"Hasina"
"Aph3"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.b"	587	514.1	15.53	25.3	"Bealanana"	"Hasina"
"Aph3"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.h"	534	279.3	13.45	19.8	"Bealanana"	"Hasina"
"Aph3"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.m"	464	390.15	13.3	19.2	"Bealanana"	"Hasina"
"Aph4"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"br"	417	347.2	6.49	10.1	"Bealanana"	"Hasina"
"Aph4"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.b"	267	236	8.77	14.7	"Bealanana"	"Hasina"
"Aph4"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.h"	269	218.1	11.95	19.5	"Bealanana"	"Hasina"
"Aph4"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.m"	261	216.35	8.99	14.5	"Bealanana"	"Hasina"
"Aph5"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"br"	261	224.2	7.73	12.3	"Bealanana"	"Hasina"
"Aph5"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.b"	333	291.2	11.37	19.3	"Bealanana"	"Hasina"
"Aph5"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.h"	376	328.2	11.33	19.9	"Bealanana"	"Hasina"
"Aph5"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.m"	281	247.2	8.34	14.4	"Bealanana"	"Hasina"
"Aph6"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"br"	227	191.25	6.24	9.2	"Bealanana"	"Hasina"
"Aph6"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.b"	197	177.3	9.63	15.5	"Bealanana"	"Hasina"
"Aph6"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.h"	304	267.1	13.93	21.3	"Bealanana"	"Hasina"
"Aph6"	"Flacourtiaceae"	"Aphloia"	"Aphloia theaeformis"	"tr.m"	309	261.1	10.95	17.4	"Bealanana"	"Hasina"
"E1"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	13.218	13.2	4.798	13.2	"Fort-Dauphin-Dry"	"Sarobidy"
"E1"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	5.802	9.6	2.116	9.6	"Fort-Dauphin-Dry"	"Sarobidy"
"E1"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	8.902	8.7	3.204	8.7	"Fort-Dauphin-Dry"	"Sarobidy"
"E1"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	9.506	12.7	3.56	12.7	"Fort-Dauphin-Dry"	"Sarobidy"
"E2"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	11.83	12.7	4.121	12.7	"Fort-Dauphin-Dry"	"Sarobidy"
"E2"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	11.672	16.7	3.838	16.7	"Fort-Dauphin-Dry"	"Sarobidy"
"E2"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	5.636	7	2.16	7	"Fort-Dauphin-Dry"	"Sarobidy"
"E2"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	5.723	6.4	2.204	6.4	"Fort-Dauphin-Dry"	"Sarobidy"
"E3"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	13.602	13.2	4.785	13.2	"Fort-Dauphin-Dry"	"Sarobidy"
"E3"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	16.318	15.3	6.216	15.3	"Fort-Dauphin-Dry"	"Sarobidy"
"E3"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	8.797	8.8	3.329	8.8	"Fort-Dauphin-Dry"	"Sarobidy"
"E3"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	9.348	9.4	3.236	9.4	"Fort-Dauphin-Dry"	"Sarobidy"
"E4"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	8.318	7.9	3.704	7.9	"Fort-Dauphin-Dry"	"Sarobidy"
"E4"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	18.644	19.4	5.737	19.4	"Fort-Dauphin-Dry"	"Sarobidy"
"E4"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	13.69	14	4.76	14	"Fort-Dauphin-Dry"	"Sarobidy"
"E4"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	15.128	15.4	5.205	15.4	"Fort-Dauphin-Dry"	"Sarobidy"
"E5"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	13.296	13.5	4.638	13.5	"Fort-Dauphin-Dry"	"Sarobidy"
"E5"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	13.876	13.9	4.724	13.9	"Fort-Dauphin-Dry"	"Sarobidy"
"E5"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	10.652	11.6	3.701	11.6	"Fort-Dauphin-Dry"	"Sarobidy"
"E5"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	8.14	8.1	3.042	8.1	"Fort-Dauphin-Dry"	"Sarobidy"
"E6"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	12.399	13	3.916	13	"Fort-Dauphin-Dry"	"Sarobidy"
"E6"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	12.726	18.2	5.039	18.2	"Fort-Dauphin-Dry"	"Sarobidy"
"E6"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	7.896	10	2.666	10	"Fort-Dauphin-Dry"	"Sarobidy"
"E6"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	7.685	9.3	2.581	9.3	"Fort-Dauphin-Dry"	"Sarobidy"
"E7"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	10.6758	17	4.689	17	"Fort-Dauphin-Dry"	"Sarobidy"
"E7"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	20.257	25.7	7.055	25.7	"Fort-Dauphin-Dry"	"Sarobidy"
"E7"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	15.546	21.7	5.727	21.7	"Fort-Dauphin-Dry"	"Sarobidy"
"E7"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	10.084	14.3	4.03	14.3	"Fort-Dauphin-Dry"	"Sarobidy"
"E8"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	11.19	12	3.799	12	"Fort-Dauphin-Dry"	"Sarobidy"
"E8"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	13.673	19.6	5.01	19.6	"Fort-Dauphin-Dry"	"Sarobidy"
"E8"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	11.839	14.9	4.011	14.9	"Fort-Dauphin-Dry"	"Sarobidy"
"E8"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	12.185	12.3	4.294	12.3	"Fort-Dauphin-Dry"	"Sarobidy"
"E9"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"br"	11.198	11.3	4.222	11.3	"Fort-Dauphin-Dry"	"Sarobidy"
"E9"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"b"	13.272	19	5.377	19	"Fort-Dauphin-Dry"	"Sarobidy"
"E9"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"m"	9.081	13.8	3.406	13.8	"Fort-Dauphin-Dry"	"Sarobidy"
"E9"	"Hernandiaceae"	"Gyrocarpus"	"Gyrocarpus americanus"	"h"	13.267	14.8	4.88	14.8	"Fort-Dauphin-Dry"	"Sarobidy"
"CRY6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	18	22.05	10.051	21.2	"Fandriana"	"Samuelson"
"CRY1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	16	25.25	12.393	25.3	"Fandriana"	"Samuelson"
"CRY3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	10	16.75	7.197	16.2	"Fandriana"	"Samuelson"
"CRY5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	17	21.05	12.525	20.2	"Fandriana"	"Samuelson"
"CRY7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	62	59.35	10.146	16.2	"Fandriana"	"Samuelson"
"CRY9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	28	54.45	18.023	32.6	"Fandriana"	"Samuelson"
"CRY4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	57	62.35	2.246	4.1	"Fandriana"	"Samuelson"
"CRY2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	6	7.15	3.406	7.1	"Fandriana"	"Samuelson"
"CRY8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	26	32.85	16.227	31.2	"Fandriana"	"Samuelson"
"CRY6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	47	60.15	6.34	14.2	"Fandriana"	"Samuelson"
"CRY1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	21	29.45	8.938	16.2	"Fandriana"	"Samuelson"
"CRY9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	230	276.95	51.051	95.5	"Fandriana"	"Samuelson"
"CRY2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	35	45.65	22.111	44.9	"Fandriana"	"Samuelson"
"CRY4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	319	324.55	11.503	18.6	"Fandriana"	"Samuelson"
"CRY7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	140	124.15	17.155	24.2	"Fandriana"	"Samuelson"
"CRY8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	92	124.35	28.194	52.6	"Fandriana"	"Samuelson"
"CRY5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	61	72.15	21.168	32.5	"Fandriana"	"Samuelson"
"CRY3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	27	56.05	10.243	27.7	"Fandriana"	"Samuelson"
"CRY1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	31	49.05	7.317	14.6	"Fandriana"	"Samuelson"
"CRY9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	158	207.45	35.315	70.2	"Fandriana"	"Samuelson"
"CRY8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	88	111.95	30.509	57.1	"Fandriana"	"Samuelson"
"CRY6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	48	60.35	7.375	14.3	"Fandriana"	"Samuelson"
"CRY2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	30	43.65	19.997	43.2	"Fandriana"	"Samuelson"
"CRY7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	90	88.25	16.425	21.9	"Fandriana"	"Samuelson"
"CRY4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	159	178.75	12.114	21.3	"Fandriana"	"Samuelson"
"CRY3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	19	33.05	12.01	33.2	"Fandriana"	"Samuelson"
"CRY5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	47	57.45	31.284	55.2	"Fandriana"	"Samuelson"
"CRY3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	26	42.45	5.399	13.7	"Fandriana"	"Samuelson"
"CRY5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	31	38.45	17.093	31.8	"Fandriana"	"Samuelson"
"CRY2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	35	45.95	5.01	11.2	"Fandriana"	"Samuelson"
"CRY7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	70	68.05	19.347	43.7	"Fandriana"	"Samuelson"
"CRY6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	40	50.35	4.741	9.4	"Fandriana"	"Samuelson"
"CRY4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	94	104.55	10.195	16.4	"Fandriana"	"Samuelson"
"CRY1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	20	29.35	4.051	8.5	"Fandriana"	"Samuelson"
"CRY8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	52	66.65	23.164	38.1	"Fandriana"	"Samuelson"
"CRY9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	51	65.65	18.008	31	"Fandriana"	"Samuelson"
"Rav3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"br"	236	244.2	4.16	8.4	"Bealanana"	"Hasina"
"Rav3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.b"	303	315.2	12.34	20.6	"Bealanana"	"Hasina"
"Rav3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.h"	275	282.1	10.62	21.9	"Bealanana"	"Hasina"
"Rav3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.m"	306	331.55	10.66	19.4	"Bealanana"	"Hasina"
"Rav7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"br"	502	503.2	11.55	21.5	"Bealanana"	"Hasina"
"Rav7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.b"	396	432.25	11.99	26.8	"Bealanana"	"Hasina"
"Rav7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.h"	340	318.85	9.38	18.4	"Bealanana"	"Hasina"
"Rav7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.m"	365	385.85	7.84	14.9	"Bealanana"	"Hasina"
"Rav8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"br"	477	520.2	12.56	23.3	"Bealanana"	"Hasina"
"Rav8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.b"	379	393.1	12.64	25.2	"Bealanana"	"Hasina"
"Rav8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.h"	321	334.8	9.24	17.5	"Bealanana"	"Hasina"
"Rav8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.m"	408	424.25	13.25	24.2	"Bealanana"	"Hasina"
"Rav9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"br"	407	400.3	10.65	20.9	"Bealanana"	"Hasina"
"Rav9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.b"	352	350.6	11.01	19.6	"Bealanana"	"Hasina"
"Rav9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.h"	470	487.8	10.3	20.9	"Bealanana"	"Hasina"
"Rav9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya acuminata"	"tr.m"	326	323.2	11.16	21.3	"Bealanana"	"Hasina"
"Rav1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"br"	430	498.3	12.21	23.9	"Bealanana"	"Hasina"
"Rav1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.b"	379	407.1	9.3	15	"Bealanana"	"Hasina"
"Rav1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.h"	237	276.35	8.97	14.7	"Bealanana"	"Hasina"
"Rav1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.m"	606	639.5	13.57	22.3	"Bealanana"	"Hasina"
"Rav2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"br"	290	277.9	6.59	12.3	"Bealanana"	"Hasina"
"Rav2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.b"	343	323.95	13.55	20.6	"Bealanana"	"Hasina"
"Rav2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.h"	312	302.6	12.47	21	"Bealanana"	"Hasina"
"Rav2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.m"	488	471.7	12.99	19.8	"Bealanana"	"Hasina"
"Rav4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"br"	200	208	5.21	10.4	"Bealanana"	"Hasina"
"Rav4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.b"	276	283.8	13.14	23.3	"Bealanana"	"Hasina"
"Rav4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.h"	243	238.65	10.92	17.4	"Bealanana"	"Hasina"
"Rav4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.m"	297	309.05	12.13	21.2	"Bealanana"	"Hasina"
"Rav5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"br"	276	265.85	8.44	17.7	"Bealanana"	"Hasina"
"Rav5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.b"	295	289.45	8.8	16.9	"Bealanana"	"Hasina"
"Rav5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.h"	380	377.1	10.76	20.5	"Bealanana"	"Hasina"
"Rav5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.m"	367	359.45	11.15	20.6	"Bealanana"	"Hasina"
"Rav6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"br"	250	290.2	6	11.6	"Bealanana"	"Hasina"
"Rav6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.b"	447	497.2	11.33	23.7	"Bealanana"	"Hasina"
"Rav6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.h"	408	470.6	12.34	27.4	"Bealanana"	"Hasina"
"Rav6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya crassifolia"	"tr.m"	477	532	15.4	28.8	"Bealanana"	"Hasina"
"Eug8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"br"	363	341.3	7.13	12.3	"Bealanana"	"Hasina"
"Eug8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.b"	202	217.4	7.43	14	"Bealanana"	"Hasina"
"Eug8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.h"	241	245.9	9.49	19.9	"Bealanana"	"Hasina"
"Eug8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp."	"tr.m"	180	182.6	10.17	17.7	"Bealanana"	"Hasina"
"Cryp1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.h"	45	44	4.26	8.6	"Ivohibe"	"Zafyson"
"Cryp1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.m"	63	61	5.22	9.4	"Ivohibe"	"Zafyson"
"Cryp1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.b"	73	70	5.236	9.7	"Ivohibe"	"Zafyson"
"Cryp1"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"br"	29	27	4.483	8.8	"Ivohibe"	"Zafyson"
"Cryp2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.h"	62	58	4.3	8.4	"Ivohibe"	"Zafyson"
"Cryp2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.m"	76	68	4.752	8.9	"Ivohibe"	"Zafyson"
"Cryp2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.b"	101	93	5.615	10.2	"Ivohibe"	"Zafyson"
"Cryp2"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"br"	31	29	5.919	11.2	"Ivohibe"	"Zafyson"
"Cryp3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.h"	46	44	4.513	8.7	"Ivohibe"	"Zafyson"
"Cryp3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.m"	70	64	4.298	8.5	"Ivohibe"	"Zafyson"
"Cryp3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.b"	77	75	4.655	9.3	"Ivohibe"	"Zafyson"
"Cryp3"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"br"	28	25	5.543	10.2	"Ivohibe"	"Zafyson"
"Cryp4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp"	"tr.h"	65	63	4.636	7.5	"Ivohibe"	"Zafyson"
"Cryp4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp"	"tr.m"	77	75	4.192	6.8	"Ivohibe"	"Zafyson"
"Cryp4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp"	"tr.b"	90	89	5.027	9.1	"Ivohibe"	"Zafyson"
"Cryp4"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp"	"br"	42	40	5.826	10.1	"Ivohibe"	"Zafyson"
"Cryp5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.h"	71	71	5.247	9.8	"Ivohibe"	"Zafyson"
"Cryp5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.m"	64	65	5.736	10.7	"Ivohibe"	"Zafyson"
"Cryp5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.b"	67	68	7.119	12	"Ivohibe"	"Zafyson"
"Cryp5"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"br"	47	41	8.331	13.9	"Ivohibe"	"Zafyson"
"Cryp6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.h"	53	58	5.304	9.9	"Ivohibe"	"Zafyson"
"Cryp6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.m"	76	83	4.433	8.9	"Ivohibe"	"Zafyson"
"Cryp6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.b"	82	81	6.09	10.5	"Ivohibe"	"Zafyson"
"Cryp6"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"br"	50	52	5.063	10.2	"Ivohibe"	"Zafyson"
"Cryp7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp"	"tr.h"	63	57	6.788	11	"Ivohibe"	"Zafyson"
"Cryp7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp"	"tr.m"	70	62	6.305	9.7	"Ivohibe"	"Zafyson"
"Cryp7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp"	"tr.b"	63	58	7.585	11.7	"Ivohibe"	"Zafyson"
"Cryp7"	"Lauraceae"	"Cryptocarya"	"Cryptocarya sp"	"br"	50	46	5.714	9	"Ivohibe"	"Zafyson"
"Cryp8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.h"	57	53	5.203	10.1	"Ivohibe"	"Zafyson"
"Cryp8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.m"	83	78	3.728	6.7	"Ivohibe"	"Zafyson"
"Cryp8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.b"	68	67	5.087	8.8	"Ivohibe"	"Zafyson"
"Cryp8"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"br"	37	39	3.563	6.6	"Ivohibe"	"Zafyson"
"Cryp9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.h"	61	60	6.098	11.2	"Ivohibe"	"Zafyson"
"Cryp9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.m"	56	58	5.01	9.3	"Ivohibe"	"Zafyson"
"Cryp9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"tr.b"	93	96	6.034	10.7	"Ivohibe"	"Zafyson"
"Cryp9"	"Lauraceae"	"Cryptocarya"	"Cryptocarya aff. ovalifolia"	"br"	40	42	3.264	6.5	"Ivohibe"	"Zafyson"
"Ocot1"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.h"	26	24	3.906	6.7	"Ivohibe"	"Zafyson"
"Ocot1"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.m"	32	34	5.024	9.3	"Ivohibe"	"Zafyson"
"Ocot1"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.b"	30	29	4.011	6.6	"Ivohibe"	"Zafyson"
"Ocot1"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"br"	32	33	4.731	8.1	"Ivohibe"	"Zafyson"
"Ocot2"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.h"	49	51	3.971	7	"Ivohibe"	"Zafyson"
"Ocot2"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.m"	64	69	3.527	6.5	"Ivohibe"	"Zafyson"
"Ocot2"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.b"	69	74	4.329	7.7	"Ivohibe"	"Zafyson"
"Ocot2"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"br"	30	30	4.751	8.7	"Ivohibe"	"Zafyson"
"Ocot3"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.h"	35	37	4.851	9.5	"Ivohibe"	"Zafyson"
"Ocot3"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.m"	62	65	3.368	6.4	"Ivohibe"	"Zafyson"
"Ocot3"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.b"	82	86	5.781	10.1	"Ivohibe"	"Zafyson"
