"Tree"	"Family"	"Genus"	"Species"	"TreePart"	"MoistWeight"	"MoistVol1"	"DryWeight"	"MoistVol2"	"Site"	"Worker"
"D9"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	16.511	14.9	9.821	14.9	"Fort-Dauphin-Moist"	"Sarobidy"
"D9"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	14.204	13.3	8.861	13.3	"Fort-Dauphin-Moist"	"Sarobidy"
"I1"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	12.84	15.2	3.275	15.2	"Fort-Dauphin-Dry"	"Sarobidy"
"I1"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	9.969	10.9	3.236	10.9	"Fort-Dauphin-Dry"	"Sarobidy"
"I1"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	14.926	16.8	2.994	16.8	"Fort-Dauphin-Dry"	"Sarobidy"
"I1"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	16.503	18.7	3.37	18.7	"Fort-Dauphin-Dry"	"Sarobidy"
"I2"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	13.155	15.2	3.095	15.2	"Fort-Dauphin-Dry"	"Sarobidy"
"I2"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	16.544	18.8	3.273	18.8	"Fort-Dauphin-Dry"	"Sarobidy"
"I2"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	14.588	17.8	3.53	17.8	"Fort-Dauphin-Dry"	"Sarobidy"
"I2"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	16.873	19.3	2.886	19.3	"Fort-Dauphin-Dry"	"Sarobidy"
"I3"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	11.92	13.6	3.058	13.6	"Fort-Dauphin-Dry"	"Sarobidy"
"I3"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	16.123	19	2.908	19	"Fort-Dauphin-Dry"	"Sarobidy"
"I3"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	17.594	20.5	3.817	20.5	"Fort-Dauphin-Dry"	"Sarobidy"
"I3"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	13.32	15.2	3.116	15.2	"Fort-Dauphin-Dry"	"Sarobidy"
"I4"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	10.433	11.7	4.62	11.7	"Fort-Dauphin-Dry"	"Sarobidy"
"I4"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	13.335	16.5	3.291	16.5	"Fort-Dauphin-Dry"	"Sarobidy"
"I4"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	15.071	18.5	4.26	18.5	"Fort-Dauphin-Dry"	"Sarobidy"
"I4"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	14.498	15.3	5.025	15.3	"Fort-Dauphin-Dry"	"Sarobidy"
"I5"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	11.722	12.6	2.868	12.6	"Fort-Dauphin-Dry"	"Sarobidy"
"I5"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	14.622	18.9	3.597	18.9	"Fort-Dauphin-Dry"	"Sarobidy"
"I5"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	18.884	23.9	6.345	23.9	"Fort-Dauphin-Dry"	"Sarobidy"
"I5"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	17.582	20.2	5.35	20.2	"Fort-Dauphin-Dry"	"Sarobidy"
"I6"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	10.612	10.4	3.93	10.4	"Fort-Dauphin-Dry"	"Sarobidy"
"I6"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	23.537	25.7	6	25.7	"Fort-Dauphin-Dry"	"Sarobidy"
"I6"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	14.273	16.6	3.761	16.6	"Fort-Dauphin-Dry"	"Sarobidy"
"I6"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	10.062	12.7	2.06	12.7	"Fort-Dauphin-Dry"	"Sarobidy"
"I7"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	19.882	25	4.982	25	"Fort-Dauphin-Dry"	"Sarobidy"
"I7"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	20.025	21.5	6.971	21.5	"Fort-Dauphin-Dry"	"Sarobidy"
"I7"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	24.009	24.7	4.49	24.7	"Fort-Dauphin-Dry"	"Sarobidy"
"I7"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	17.894	20.5	3.23	20.5	"Fort-Dauphin-Dry"	"Sarobidy"
"I8"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	16.445	17.1	5.505	17.1	"Fort-Dauphin-Dry"	"Sarobidy"
"I8"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	24.417	27.8	5.665	27.8	"Fort-Dauphin-Dry"	"Sarobidy"
"I8"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	22.316	25.9	3.906	25.9	"Fort-Dauphin-Dry"	"Sarobidy"
"I8"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	13.419	15	3.142	15	"Fort-Dauphin-Dry"	"Sarobidy"
"I9"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"br"	18.068	21.8	4.54	21.8	"Fort-Dauphin-Dry"	"Sarobidy"
"I9"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"b"	17.847	20.2	2.94	20.2	"Fort-Dauphin-Dry"	"Sarobidy"
"I9"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"m"	11.303	13.9	1.777	13.9	"Fort-Dauphin-Dry"	"Sarobidy"
"I9"	"Rubiaceae"	"Opercularia"	"Opercularia decaryii"	"h"	17.227	17.9	6.594	17.9	"Fort-Dauphin-Dry"	"Sarobidy"
"D1"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	9.507	8.8	6.09	8.8	"Fort-Dauphin-Dry"	"Sarobidy"
"D1"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	36.73	33.9	25.716	33.9	"Fort-Dauphin-Dry"	"Sarobidy"
"D1"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	23.406	22.3	15.677	22.3	"Fort-Dauphin-Dry"	"Sarobidy"
"D1"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	16.052	15.3	10.622	15.3	"Fort-Dauphin-Dry"	"Sarobidy"
"D2"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	6.105	6.1	3.88	6.1	"Fort-Dauphin-Dry"	"Sarobidy"
"D2"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	29.335	29.8	20.271	29.8	"Fort-Dauphin-Dry"	"Sarobidy"
"D2"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	20.599	21.8	13.636	21.8	"Fort-Dauphin-Dry"	"Sarobidy"
"D2"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	12.774	12.8	8.344	12.8	"Fort-Dauphin-Dry"	"Sarobidy"
"D3"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	8.497	8.5	5.628	8.5	"Fort-Dauphin-Dry"	"Sarobidy"
"D3"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	29.867	27	21.031	27	"Fort-Dauphin-Dry"	"Sarobidy"
"D3"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	15.275	15.3	10.554	15.3	"Fort-Dauphin-Dry"	"Sarobidy"
"D3"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	11.383	10.8	7.537	10.8	"Fort-Dauphin-Dry"	"Sarobidy"
"D4"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	"NA"	"NA"	"NA"	"NA"	"Fort-Dauphin-Dry"	"Sarobidy"
"D4"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	19.18	19.1	13.637	19.1	"Fort-Dauphin-Dry"	"Sarobidy"
"D4"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	18.268	18.7	13.538	18.7	"Fort-Dauphin-Dry"	"Sarobidy"
"D4"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	17.802	16.9	12.97	16.9	"Fort-Dauphin-Dry"	"Sarobidy"
"D5"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	"NA"	"NA"	"NA"	"NA"	"Fort-Dauphin-Dry"	"Sarobidy"
"D5"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	16.561	16.3	12.387	16.3	"Fort-Dauphin-Dry"	"Sarobidy"
"D5"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	28.171	26.7	20.667	26.7	"Fort-Dauphin-Dry"	"Sarobidy"
"D5"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	16.82	16.8	11.909	16.8	"Fort-Dauphin-Dry"	"Sarobidy"
"D6"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	7.93	8.1	5.853	8.1	"Fort-Dauphin-Dry"	"Sarobidy"
"D6"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	18.238	16.8	13.47	16.8	"Fort-Dauphin-Dry"	"Sarobidy"
"D6"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	11.891	11.6	8.883	11.6	"Fort-Dauphin-Dry"	"Sarobidy"
"D6"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	14.912	15.1	10.795	15.1	"Fort-Dauphin-Dry"	"Sarobidy"
"D7"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	12.545	13.1	8.743	13.1	"Fort-Dauphin-Dry"	"Sarobidy"
"D7"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	27.193	24.7	21.724	24.7	"Fort-Dauphin-Dry"	"Sarobidy"
"D7"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	19.271	18	14.909	18	"Fort-Dauphin-Dry"	"Sarobidy"
"D7"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	15.087	14	11.586	14	"Fort-Dauphin-Dry"	"Sarobidy"
"D8"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	17.234	17.4	12.661	17.4	"Fort-Dauphin-Dry"	"Sarobidy"
"D8"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	20.431	19.6	16.522	19.6	"Fort-Dauphin-Dry"	"Sarobidy"
"D8"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	22.083	21	17.045	21	"Fort-Dauphin-Dry"	"Sarobidy"
"D8"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	24.926	23.3	19.512	23.3	"Fort-Dauphin-Dry"	"Sarobidy"
"D9"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"br"	14.798	14.9	10.861	14.9	"Fort-Dauphin-Dry"	"Sarobidy"
"D9"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"b"	30.935	27.8	24.98	27.8	"Fort-Dauphin-Dry"	"Sarobidy"
"D9"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"m"	25.701	29.3	19.804	29.3	"Fort-Dauphin-Dry"	"Sarobidy"
"D9"	"Rutaceae"	"Cedrelopsis"	"Cedrelopsis grevei"	"h"	27.79	25.2	22.496	25.2	"Fort-Dauphin-Dry"	"Sarobidy"
"Hom1"	"Salicaceae"	"Homalium"	"Homalium sp1"	"tr.h"	44	35	5.606	7.5	"Ivohibe"	"Zafyson"
"Hom1"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	62	48	7.386	9.2	"Ivohibe"	"Zafyson"
"Hom1"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	90	69	8.696	10.7	"Ivohibe"	"Zafyson"
"Hom1"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	45	35	10.214	12.7	"Ivohibe"	"Zafyson"
"Hom2"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.h"	44	34	4.054	5.5	"Ivohibe"	"Zafyson"
"Hom2"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	58	43	4.484	6	"Ivohibe"	"Zafyson"
"Hom2"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	64	49	5.072	6.6	"Ivohibe"	"Zafyson"
"Hom2"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	46	36	5.345	7.1	"Ivohibe"	"Zafyson"
"Hom3"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.h"	50	38	6.516	8.2	"Ivohibe"	"Zafyson"
"Hom3"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	67	51	6.788	9	"Ivohibe"	"Zafyson"
"Hom3"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	86	67	6.301	8.5	"Ivohibe"	"Zafyson"
"Hom3"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	27	21	5.544	7.3	"Ivohibe"	"Zafyson"
"Hom4"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.h"	42	32	5.184	6.7	"Ivohibe"	"Zafyson"
"Hom4"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	41	31	4.043	5.1	"Ivohibe"	"Zafyson"
"Hom4"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	59	46	5.409	6.8	"Ivohibe"	"Zafyson"
"Hom4"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	35	26	5.61	7.4	"Ivohibe"	"Zafyson"
"Hom5"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.h"	59	45	5.256	6.6	"Ivohibe"	"Zafyson"
"Hom5"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	68	51	5.414	6.9	"Ivohibe"	"Zafyson"
"Hom5"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	74	58	4.034	5	"Ivohibe"	"Zafyson"
"Hom5"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	26	20	4.266	5.5	"Ivohibe"	"Zafyson"
"Hom6"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.h"	37	29	6.249	8.3	"Ivohibe"	"Zafyson"
"Hom6"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	51	39	6.651	8.4	"Ivohibe"	"Zafyson"
"Hom6"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	58	46	8.513	10.5	"Ivohibe"	"Zafyson"
"Hom6"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	44	34	8.469	10.5	"Ivohibe"	"Zafyson"
"Hom7"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.h"	39	30	5.41	6.8	"Ivohibe"	"Zafyson"
"Hom7"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	50	38	6.291	8.1	"Ivohibe"	"Zafyson"
"Hom7"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	44	33	6.639	8.2	"Ivohibe"	"Zafyson"
"Hom7"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	33	25	5.889	7.9	"Ivohibe"	"Zafyson"
"Hom8"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.h"	55	42	4.94	6.6	"Ivohibe"	"Zafyson"
"Hom8"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	47	36	6.209	7.9	"Ivohibe"	"Zafyson"
"Hom8"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	58	43	5.958	7.3	"Ivohibe"	"Zafyson"
"Hom8"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	29	22	3.791	5	"Ivohibe"	"Zafyson"
"Hom9"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.h"	71	53	6.965	8.5	"Ivohibe"	"Zafyson"
"Hom9"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.m"	89	69	6.05	7.4	"Ivohibe"	"Zafyson"
"Hom9"	"Salicaceae"	"Homalium"	"Homalium sp2"	"tr.b"	95	73	6.238	7.6	"Ivohibe"	"Zafyson"
"Hom9"	"Salicaceae"	"Homalium"	"Homalium sp2"	"br"	60	47	4.857	6.1	"Ivohibe"	"Zafyson"
"Eug9"	"Sapindaceae"	"Doratoxylon"	"Doratoxylon sp."	"br"	386	310.2	15.31	19.3	"Bealanana"	"Hasina"
"Eug9"	"Sapindaceae"	"Doratoxylon"	"Doratoxylon sp."	"tr.b"	350	302	12.24	15.5	"Bealanana"	"Hasina"
"Eug9"	"Sapindaceae"	"Doratoxylon"	"Doratoxylon sp."	"tr.h"	531	438.7	15.79	19.9	"Bealanana"	"Hasina"
"Eug9"	"Sapindaceae"	"Doratoxylon"	"Doratoxylon sp."	"tr.m"	438	394.3	16.22	20.3	"Bealanana"	"Hasina"
"C1"	"Sapindae"	"Denbollia"	"Denbollia sp."	"br"	4.345	5.9	2.657	5.9	"Fort-Dauphin-Moist"	"Sarobidy"
"C1"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.b"	5.617	8.7	4.132	8.7	"Fort-Dauphin-Moist"	"Sarobidy"
"C1"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.m"	8.072	13.3	5.852	13.3	"Fort-Dauphin-Moist"	"Sarobidy"
"C1"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.h"	6.28	9.8	4.691	9.8	"Fort-Dauphin-Moist"	"Sarobidy"
"C2"	"Sapindae"	"Denbollia"	"Denbollia sp."	"br"	11.323	11.5	6.639	11.5	"Fort-Dauphin-Moist"	"Sarobidy"
"C2"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.b"	11.963	13.4	7.704	13.4	"Fort-Dauphin-Moist"	"Sarobidy"
"C2"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.m"	11.763	14.3	8.348	14.3	"Fort-Dauphin-Moist"	"Sarobidy"
"C2"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.h"	11.932	12.1	7.522	12.1	"Fort-Dauphin-Moist"	"Sarobidy"
"C3"	"Sapindae"	"Denbollia"	"Denbollia sp."	"br"	9.062	10.1	5.615	10.1	"Fort-Dauphin-Moist"	"Sarobidy"
"C3"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.b"	13.953	15.2	8.962	15.2	"Fort-Dauphin-Moist"	"Sarobidy"
"C3"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.m"	10.619	11.2	6.52	11.2	"Fort-Dauphin-Moist"	"Sarobidy"
"C3"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.h"	11.828	13.6	7.806	13.6	"Fort-Dauphin-Moist"	"Sarobidy"
"C4"	"Sapindae"	"Denbollia"	"Denbollia sp."	"br"	8.324	11.4	5.369	11.4	"Fort-Dauphin-Moist"	"Sarobidy"
"C4"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.b"	12.346	15.9	8.093	15.9	"Fort-Dauphin-Moist"	"Sarobidy"
"C4"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.m"	8.517	12.5	5.311	12.5	"Fort-Dauphin-Moist"	"Sarobidy"
"C4"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.h"	10.48	16.2	7.172	16.2	"Fort-Dauphin-Moist"	"Sarobidy"
"C5"	"Sapindae"	"Denbollia"	"Denbollia sp."	"br"	11.86	12.4	7.915	12.4	"Fort-Dauphin-Moist"	"Sarobidy"
"C5"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.b"	15.369	15.1	11.021	15.1	"Fort-Dauphin-Moist"	"Sarobidy"
"C5"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.m"	14.277	14.7	9.742	14.7	"Fort-Dauphin-Moist"	"Sarobidy"
"C5"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.h"	12.734	13.1	8.703	13.1	"Fort-Dauphin-Moist"	"Sarobidy"
"C6"	"Sapindae"	"Denbollia"	"Denbollia sp."	"br"	17.462	16.9	11.467	16.9	"Fort-Dauphin-Moist"	"Sarobidy"
"C6"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.b"	20.69	19.9	13.584	19.9	"Fort-Dauphin-Moist"	"Sarobidy"
"C6"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.m"	11.828	12.4	8.099	12.4	"Fort-Dauphin-Moist"	"Sarobidy"
"C6"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.h"	11.78	12.4	8.021	12.4	"Fort-Dauphin-Moist"	"Sarobidy"
"C7"	"Sapindae"	"Denbollia"	"Denbollia sp."	"br"	8.076	7.4	4.654	7.4	"Fort-Dauphin-Moist"	"Sarobidy"
"C7"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.b"	12.084	13.4	7.126	13.4	"Fort-Dauphin-Moist"	"Sarobidy"
"C7"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.m"	12.116	12.9	5.947	12.9	"Fort-Dauphin-Moist"	"Sarobidy"
"C7"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.h"	9.58	10.5	6.144	10.5	"Fort-Dauphin-Moist"	"Sarobidy"
"C9"	"Sapindae"	"Denbollia"	"Denbollia sp."	"br"	11.401	11.6	6.871	11.6	"Fort-Dauphin-Moist"	"Sarobidy"
"C9"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.b"	15.11	17.4	10.448	17.4	"Fort-Dauphin-Moist"	"Sarobidy"
"C9"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.m"	16.665	18.3	10.123	18.3	"Fort-Dauphin-Moist"	"Sarobidy"
"C9"	"Sapindae"	"Denbollia"	"Denbollia sp."	"tr.h"	14.326	16.9	8.798	16.9	"Fort-Dauphin-Moist"	"Sarobidy"
"Dio1"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	79	216.75	9.53	16	"Bealanana"	"Hasina"
"Dio1"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.b"	266	402.2	18.28	25.7	"Bealanana"	"Hasina"
"Dio1"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.h"	164	185.15	11.26	19.8	"Bealanana"	"Hasina"
"Dio1"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.m"	244	283.3	10.39	18.8	"Bealanana"	"Hasina"
"Dio2"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	157	148.1	10.66	17.1	"Bealanana"	"Hasina"
"Dio2"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.b"	418	388.65	15.17	27.4	"Bealanana"	"Hasina"
"Dio2"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.h"	298	277.6	15.57	24.4	"Bealanana"	"Hasina"
"Dio2"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.m"	340	336.45	12	21.4	"Bealanana"	"Hasina"
"Dio3"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	368	339.65	9.56	16.4	"Bealanana"	"Hasina"
"Dio3"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.b"	525	465.8	20.13	30.7	"Bealanana"	"Hasina"
"Dio3"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.h"	450	401.45	13.41	22.5	"Bealanana"	"Hasina"
"Dio3"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.m"	354	324.75	14.56	24.3	"Bealanana"	"Hasina"
"Dio4"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	277	256.5	9.11	15.6	"Bealanana"	"Hasina"
"Dio4"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.b"	462	401	15.89	23.7	"Bealanana"	"Hasina"
"Dio4"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.h"	290	261.5	13.99	22.8	"Bealanana"	"Hasina"
"Dio4"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.m"	390	351.2	12.38	19.7	"Bealanana"	"Hasina"
"Dio5"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	297	284.7	5.95	12	"Bealanana"	"Hasina"
"Dio5"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.b"	338	384.75	14.22	21.9	"Bealanana"	"Hasina"
"Dio5"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.h"	310	327.8	14.07	27.7	"Bealanana"	"Hasina"
"Dio5"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.m"	362	389.85	12.07	21.1	"Bealanana"	"Hasina"
"Dio6"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	288	286.95	9.1	18.3	"Bealanana"	"Hasina"
"Dio6"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.b"	411	387.45	11.86	20.6	"Bealanana"	"Hasina"
"Dio6"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.h"	206	203.55	10.9	19.1	"Bealanana"	"Hasina"
"Dio6"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.m"	319	310.7	11.6	21.7	"Bealanana"	"Hasina"
"Dio7"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	262	254.7	10.13	19.8	"Bealanana"	"Hasina"
"Dio7"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.b"	311	292.6	10.58	18.6	"Bealanana"	"Hasina"
"Dio7"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.h"	282	270.65	8.6	17.3	"Bealanana"	"Hasina"
"Dio7"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.m"	375	361.4	17.55	30.3	"Bealanana"	"Hasina"
"Dio8"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	230	235.6	9.42	15.7	"Bealanana"	"Hasina"
"Dio8"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.b"	375	373.3	9.93	17.3	"Bealanana"	"Hasina"
"Dio8"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.h"	354	305.6	15.45	28.7	"Bealanana"	"Hasina"
"Dio8"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"tr.m"	304	319.85	8.48	16.5	"Bealanana"	"Hasina"
"Dio9"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum boivinianum"	"br"	487	466.5	17.49	32.1	"Bealanana"	"Hasina"
